,result,documentation,terms_of_use,time_last_update_unix,time_last_update_utc,time_next_update_unix,time_next_update_utc,base_code,conversion_rates
SLL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,22664.2818
SOS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,572.017
SRD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,35.431
SSP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1604.7798
STN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,22.4019
SYP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,12908.6472
SZL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,18.6956
THB,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,35.4566
TJS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,10.943200000000001
TMT,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3.4999000000000002
TND,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3.1013
TOP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,2.3399
TRY,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,31.9453
TTD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,6.7686
TVD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1.5083
TWD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,31.3914
TZS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,2542.8606
UAH,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,38.0965
UGX,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3884.7544
UYU,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,39.0585
UZS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,12564.8227
VES,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,36.1903
VND,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,24687.6605
VUV,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,120.3106
WST,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,2.7367
XAF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,599.7832
XCD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,2.7
XDR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.7486
XOF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,599.7832
XPF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,109.1128
YER,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,250.3152
ZAR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,18.6956
ZMW,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,24.06
ZWL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,16642.0771
